customer_id,signup_date,tenure_days,subscription_tier,monthly_reoccuring_revenue,company_size,industry,logins_30d,session_duration_avg,features_used,power_feature_usage,days_since_last_login,support_tickets_30d,ticket_sentiment,net_promoter_score,payment_failures,usage_vs_plan,churned
cust_02712,2025-02-17,196,free,0,11-50,retail,6,68.6,8,0,0,0,0.42,9,0,0.66,0
cust_02713,2024-04-08,511,basic,49,200+,finance,17,25.5,7,4,2,0,0.79,10,0,0.72,0
cust_02714,2024-08-24,373,free,0,11-50,other,0,5.0,6,0,2,0,0.69,10,0,0.14,1
cust_02715,2025-05-11,113,free,0,51-200,healthcare,2,5.0,4,0,12,1,0.29,8,0,0.21,1
cust_02716,2023-09-05,727,free,0,11-50,healthcare,12,48.9,5,0,1,1,0.68,8,0,0.79,0
cust_02717,2023-12-09,632,basic,49,1-10,tech,15,23.1,6,2,0,1,0.88,9,0,0.82,0
cust_02718,2025-01-23,221,free,0,11-50,healthcare,15,16.7,7,0,2,1,0.23,9,0,0.67,0
cust_02719,2024-02-29,550,basic,49,1-10,healthcare,19,142.3,6,1,9,0,0.84,7,0,0.57,0
cust_02720,2024-11-15,290,basic,49,11-50,healthcare,23,38.6,12,7,1,0,0.24,10,0,0.48,0
cust_02721,2025-05-30,94,free,0,1-10,tech,1,5.0,3,0,4,3,-0.42,4,0,0.23,1
cust_02722,2024-11-15,290,basic,49,51-200,other,1,5.0,1,0,16,1,-0.01,0,1,0.51,1
cust_02723,2025-05-18,106,free,0,11-50,healthcare,18,11.8,8,0,1,1,0.71,7,0,0.74,0
cust_02724,2024-04-11,508,basic,49,11-50,healthcare,18,72.4,12,2,0,0,0.73,10,0,0.52,0
cust_02725,2024-11-12,293,free,0,200+,tech,15,68.1,11,0,0,0,0.67,8,0,0.67,0
cust_02726,2024-11-01,304,free,0,1-10,finance,0,9.8,6,0,13,1,0.57,7,1,0.59,1
cust_02727,2025-07-24,39,free,0,200+,healthcare,4,5.0,1,0,8,4,0.19,3,0,0.11,1
cust_02728,2025-03-10,175,basic,49,1-10,tech,16,122.0,3,2,1,1,0.66,10,0,0.86,0
cust_02729,2023-09-26,706,free,0,51-200,tech,20,10.0,9,0,0,1,0.78,9,0,0.65,0
cust_02730,2024-06-12,446,basic,49,200+,retail,19,18.2,4,0,1,0,0.89,10,0,0.6,0
cust_02731,2024-04-21,498,premium,199,200+,other,21,19.0,9,1,13,1,0.83,9,0,0.72,0
cust_02732,2025-04-02,152,basic,49,11-50,retail,0,5.0,1,0,17,1,0.78,8,0,0.43,1
cust_02733,2023-09-07,725,basic,49,11-50,other,12,17.9,11,3,1,0,0.61,8,0,0.61,0
cust_02734,2025-02-04,209,free,0,1-10,tech,16,47.4,9,0,1,3,0.67,8,0,0.45,0
cust_02735,2023-12-12,629,basic,49,51-200,finance,1,5.0,1,2,27,4,0.04,6,0,0.47,1
cust_02736,2024-05-22,467,basic,49,51-200,other,12,22.8,6,4,1,0,0.33,9,0,0.51,0
cust_02737,2024-12-07,268,free,0,51-200,healthcare,16,10.0,14,0,2,0,0.8,7,0,0.54,0
cust_02738,2024-03-09,541,free,0,200+,tech,12,41.3,3,0,2,0,0.58,7,0,0.84,0
cust_02739,2024-06-22,436,basic,49,11-50,retail,16,53.7,11,3,6,1,0.39,10,0,0.75,0
cust_02740,2025-02-24,189,basic,49,1-10,tech,12,27.0,4,1,0,4,0.3,9,0,0.43,0
cust_02741,2023-12-02,639,free,0,51-200,tech,1,11.0,2,0,15,6,0.16,4,0,0.37,1
cust_02742,2023-10-25,677,free,0,51-200,healthcare,22,42.5,5,0,3,1,0.56,8,0,0.65,0
cust_02743,2025-05-19,105,premium,199,1-10,tech,17,67.9,11,3,1,1,0.67,7,0,0.61,0
cust_02744,2024-05-21,468,premium,199,1-10,tech,15,17.9,5,2,0,1,0.49,9,0,0.88,0
cust_02745,2023-09-17,715,basic,49,1-10,finance,19,45.8,7,0,0,0,0.71,9,0,0.95,0
cust_02746,2024-06-19,439,basic,49,51-200,healthcare,1,9.1,5,0,0,2,0.53,7,0,0.43,1
cust_02747,2025-04-20,134,basic,49,11-50,other,7,35.2,5,4,0,0,0.25,9,0,0.88,0
cust_02748,2025-05-27,97,basic,49,51-200,healthcare,6,8.2,7,1,36,1,0.46,10,0,0.41,1
cust_02749,2025-01-25,219,free,0,200+,other,21,37.9,5,0,3,1,0.29,7,0,0.85,0
cust_02750,2023-10-18,684,basic,49,1-10,finance,9,57.4,16,0,1,1,0.24,7,0,0.92,0
cust_02751,2023-09-21,711,free,0,11-50,healthcare,0,5.0,3,0,4,5,-0.03,6,0,0.18,1
cust_02752,2023-10-18,684,premium,199,51-200,finance,13,57.3,9,3,3,1,0.36,10,0,0.9,0
cust_02753,2024-03-12,538,free,0,200+,finance,11,98.1,3,0,13,1,0.44,8,0,0.89,0
cust_02754,2025-06-27,66,free,0,1-10,other,16,50.7,9,0,0,1,0.47,7,0,0.41,0
cust_02755,2025-03-31,154,free,0,1-10,healthcare,15,39.6,11,0,1,0,0.64,10,0,0.82,0
cust_02756,2025-05-29,95,free,0,11-50,other,17,38.3,7,0,4,0,0.28,10,0,0.66,0
cust_02757,2024-07-23,405,basic,49,11-50,other,4,5.0,3,0,5,0,0.77,8,0,0.13,1
cust_02758,2024-12-23,252,premium,199,1-10,healthcare,7,53.3,8,1,0,1,0.68,7,0,0.72,0
cust_02759,2024-04-20,499,premium,199,1-10,tech,15,17.1,7,0,3,2,0.28,9,0,0.76,0
cust_02760,2025-06-02,91,premium,199,51-200,retail,16,59.2,5,2,4,2,0.46,7,0,0.61,0
cust_02761,2025-07-08,55,free,0,1-10,other,10,15.0,12,0,3,1,0.63,7,0,0.79,0
cust_02762,2024-01-25,585,basic,49,11-50,tech,18,28.7,9,3,1,1,0.29,10,0,0.9,0
cust_02763,2024-10-16,320,free,0,1-10,retail,12,77.9,5,0,0,0,0.59,9,0,0.53,0
cust_02764,2025-02-13,200,basic,49,200+,other,13,34.0,6,0,5,0,0.36,10,0,0.7,0
cust_02765,2025-02-26,187,basic,49,51-200,other,1,5.0,3,0,17,0,0.73,10,1,0.29,1
cust_02766,2024-12-09,266,basic,49,51-200,tech,16,33.1,10,0,5,0,0.82,8,0,0.87,0
cust_02767,2025-07-17,46,basic,49,1-10,healthcare,10,32.1,3,1,8,1,0.3,10,0,0.85,0
cust_02768,2024-07-24,404,basic,49,11-50,tech,15,49.0,10,1,2,0,0.71,10,0,0.5,0
cust_02769,2024-01-14,596,free,0,1-10,finance,22,29.3,5,0,0,0,0.39,7,0,0.63,0
cust_02770,2024-11-19,286,free,0,51-200,healthcare,3,10.2,4,0,18,0,0.46,7,0,0.5,1
cust_02771,2024-02-08,571,free,0,11-50,finance,16,15.4,10,0,1,0,0.25,8,0,0.92,0
cust_02772,2024-01-26,584,free,0,51-200,finance,8,10.0,9,0,0,0,0.37,7,0,0.45,0
cust_02773,2023-09-09,723,basic,49,51-200,finance,16,100.9,16,4,9,0,0.59,10,0,0.91,0
cust_02774,2023-12-19,622,free,0,11-50,other,2,6.7,1,0,24,2,-0.31,4,0,0.11,1
cust_02775,2025-05-21,103,premium,199,11-50,other,13,17.8,7,2,6,1,0.24,8,0,0.75,0
cust_02776,2023-10-19,683,basic,49,11-50,retail,0,5.0,5,0,3,0,0.46,8,0,0.45,1
cust_02777,2024-11-17,288,basic,49,1-10,retail,10,33.3,9,2,13,1,0.81,7,0,0.74,0
cust_02778,2023-09-08,724,basic,49,200+,tech,13,25.6,6,2,7,0,0.71,8,0,0.69,0
cust_02779,2024-12-08,267,basic,49,51-200,tech,15,33.4,10,3,2,1,0.43,10,0,0.7,0
cust_02780,2024-01-31,579,basic,49,1-10,other,18,61.3,7,3,0,0,0.55,7,0,0.59,0
cust_02781,2024-09-03,363,free,0,11-50,other,1,7.9,4,0,19,3,-0.04,6,0,0.59,1
cust_02782,2023-11-20,651,free,0,200+,healthcare,18,24.1,7,0,6,0,0.32,9,0,0.88,0
cust_02783,2024-04-22,497,free,0,1-10,tech,1,5.0,3,0,73,1,0.34,7,0,0.43,1
cust_02784,2023-11-03,668,free,0,11-50,other,2,24.1,3,0,13,5,0.02,5,0,0.56,1
cust_02785,2025-07-15,48,basic,49,1-10,tech,5,5.0,3,0,14,0,0.55,7,0,0.43,1
cust_02786,2024-06-18,440,premium,199,1-10,healthcare,13,20.8,6,2,0,1,0.41,9,0,0.69,0
cust_02787,2024-06-18,440,premium,199,11-50,retail,14,55.3,7,3,4,0,0.69,7,0,0.61,0
cust_02788,2025-01-11,233,basic,49,1-10,finance,12,16.2,4,5,0,0,0.77,9,0,0.61,0
cust_02789,2024-03-22,528,basic,49,51-200,tech,9,17.7,8,1,1,0,0.74,8,0,0.77,0
cust_02790,2023-12-05,636,free,0,200+,healthcare,19,37.0,6,0,1,0,0.3,8,0,0.44,0
cust_02791,2025-03-31,154,basic,49,1-10,tech,7,17.0,8,4,4,1,0.55,10,0,0.92,0
cust_02792,2025-06-22,71,free,0,11-50,healthcare,11,19.9,13,0,1,0,0.6,9,0,0.72,0
cust_02793,2025-02-23,190,free,0,1-10,other,20,67.5,8,0,5,0,0.32,10,0,0.47,0
cust_02794,2023-11-16,655,premium,199,51-200,tech,8,40.2,8,1,4,1,0.74,8,0,0.74,0
cust_02795,2025-01-18,226,free,0,1-10,healthcare,11,63.6,9,0,2,0,0.36,7,0,0.93,0
cust_02796,2025-05-06,118,free,0,1-10,healthcare,9,17.6,5,0,0,0,0.36,8,0,0.87,0
cust_02797,2023-12-20,621,free,0,200+,healthcare,4,5.0,3,0,13,3,-0.41,4,0,0.51,1
cust_02798,2024-06-13,445,premium,199,1-10,tech,14,45.4,13,2,11,1,0.58,9,0,0.83,0
cust_02799,2024-02-24,555,free,0,11-50,tech,10,22.6,9,0,4,1,0.34,7,0,0.54,0
cust_02800,2024-04-30,489,basic,49,1-10,tech,13,24.1,9,1,2,0,0.44,8,0,0.45,0
cust_02801,2024-01-21,589,free,0,11-50,retail,18,42.1,9,0,3,0,0.67,9,0,0.83,0
cust_02802,2024-01-22,588,free,0,200+,tech,18,107.7,7,0,4,1,0.78,7,0,0.49,0
cust_02803,2025-02-12,201,free,0,1-10,healthcare,17,13.2,4,0,2,0,0.21,9,0,0.82,0
cust_02804,2023-09-21,711,basic,49,1-10,other,12,69.4,8,0,1,1,0.57,10,0,0.92,0
cust_02805,2024-05-25,464,basic,49,200+,retail,2,24.5,4,1,17,3,-0.24,6,0,0.17,1
cust_02806,2024-04-23,496,free,0,1-10,healthcare,16,25.0,4,0,0,1,0.56,9,0,0.53,0
cust_02807,2024-04-09,510,free,0,1-10,healthcare,19,33.8,9,0,2,0,0.82,9,0,0.76,0
cust_02808,2024-07-17,411,free,0,1-10,finance,20,10.0,4,0,0,1,0.76,7,0,0.68,0
cust_02809,2023-11-03,668,free,0,1-10,healthcare,16,17.7,7,0,0,0,0.49,9,0,0.77,0
cust_02810,2024-09-05,361,free,0,11-50,other,11,10.0,10,0,1,2,0.69,9,0,0.85,0
cust_02811,2023-10-29,673,basic,49,200+,healthcare,5,11.2,2,0,25,1,0.25,10,0,0.53,1
cust_02812,2023-10-18,684,premium,199,1-10,finance,14,11.1,9,3,3,0,0.89,10,0,0.86,0
cust_02813,2024-04-19,500,free,0,1-10,tech,15,16.1,7,0,1,2,0.8,9,0,0.74,0
cust_02814,2024-09-11,355,free,0,11-50,other,1,5.0,4,0,3,0,0.76,8,1,0.21,1
cust_02815,2024-04-04,515,premium,199,11-50,other,16,48.4,7,4,2,0,0.74,10,0,0.49,0
cust_02816,2024-08-02,395,premium,199,1-10,other,10,38.9,11,3,1,0,0.73,10,0,0.67,0
cust_02817,2023-10-16,686,basic,49,1-10,tech,15,40.8,3,0,1,2,0.87,10,0,0.51,0
cust_02818,2023-10-14,688,basic,49,1-10,finance,14,51.9,6,4,2,0,0.88,10,0,0.45,0
cust_02819,2024-10-27,309,free,0,51-200,other,2,5.5,5,0,25,1,0.28,7,1,0.53,1
cust_02820,2025-01-19,225,free,0,1-10,tech,12,33.6,10,0,2,0,0.5,10,0,0.63,0
cust_02821,2025-04-06,148,basic,49,51-200,tech,13,11.9,7,2,1,0,0.44,10,0,0.58,0
cust_02822,2024-05-19,470,free,0,11-50,tech,14,47.1,11,0,3,3,0.84,8,0,0.48,0
cust_02823,2024-11-01,304,basic,49,11-50,finance,12,14.0,4,4,1,0,0.24,7,0,0.58,0
cust_02824,2023-12-20,621,basic,49,51-200,finance,3,5.0,3,0,2,1,0.49,10,0,0.25,1
cust_02825,2025-07-09,54,basic,49,11-50,tech,15,75.1,11,3,0,0,0.52,10,0,0.41,0
cust_02826,2025-02-07,206,free,0,11-50,retail,13,41.9,8,0,0,1,0.54,7,0,0.85,0
cust_02827,2025-06-20,73,free,0,11-50,finance,1,5.0,2,0,6,0,0.73,10,0,0.49,1
cust_02828,2025-03-25,160,basic,49,1-10,tech,24,15.1,5,1,8,1,0.36,9,0,0.78,0
cust_02829,2024-04-05,514,premium,199,1-10,other,15,21.1,6,0,2,2,0.27,7,0,0.82,0
cust_02830,2025-02-04,209,basic,49,1-10,finance,2,5.0,3,1,10,1,0.82,8,0,0.26,1
cust_02831,2025-07-13,50,free,0,1-10,healthcare,16,15.6,5,0,5,0,0.65,9,0,0.78,0
cust_02832,2023-11-14,657,free,0,51-200,other,2,5.0,1,0,11,0,0.34,9,0,0.25,1
cust_02833,2024-08-12,385,basic,49,1-10,retail,21,58.5,6,3,0,0,0.7,8,0,0.63,0
cust_02834,2024-07-08,420,premium,199,11-50,tech,3,6.2,3,0,10,3,-0.13,5,0,0.34,1
cust_02835,2023-11-18,653,free,0,1-10,healthcare,15,41.2,4,0,0,0,0.69,10,0,0.59,0
cust_02836,2023-09-06,726,basic,49,1-10,finance,10,40.3,11,3,0,0,0.22,8,0,0.74,0
cust_02837,2023-11-01,670,basic,49,1-10,tech,14,98.2,9,3,0,1,0.35,9,0,0.56,0
cust_02838,2025-02-16,197,free,0,11-50,tech,10,17.8,4,0,8,0,0.81,8,0,0.77,0
cust_02839,2024-04-16,503,free,0,1-10,tech,13,28.8,6,0,1,0,0.48,7,0,0.73,0
cust_02840,2024-05-01,488,basic,49,1-10,retail,19,54.2,5,3,0,1,0.79,7,0,0.61,0
cust_02841,2024-10-16,320,basic,49,1-10,healthcare,4,5.0,3,0,24,0,0.63,7,0,0.31,1
cust_02842,2023-10-18,684,basic,49,1-10,tech,11,54.7,8,0,10,1,0.57,9,0,0.74,0
cust_02843,2024-12-31,244,basic,49,11-50,tech,15,10.0,8,5,2,1,0.22,7,0,0.78,0
cust_02844,2024-05-22,467,basic,49,1-10,healthcare,2,7.6,6,1,10,0,0.26,7,0,0.25,1
cust_02845,2023-12-15,626,free,0,11-50,healthcare,11,14.9,7,0,0,0,0.27,10,0,0.79,0
cust_02846,2024-09-12,354,free,0,11-50,tech,18,48.4,6,0,6,1,0.23,9,0,0.75,0
cust_02847,2024-11-24,281,free,0,200+,tech,4,5.0,1,0,24,0,0.87,8,0,0.12,1
cust_02848,2024-03-10,540,basic,49,1-10,finance,15,23.7,6,1,0,0,0.77,9,0,0.56,0
cust_02849,2025-01-11,233,premium,199,1-10,other,16,84.5,7,2,1,0,0.38,10,0,0.87,0
cust_02850,2024-09-25,341,premium,199,1-10,tech,15,20.1,10,1,9,1,0.64,9,0,0.7,0
cust_02851,2025-02-23,190,premium,199,51-200,healthcare,15,46.5,6,2,3,1,0.54,7,0,0.88,0
cust_02852,2025-03-11,174,free,0,51-200,finance,15,23.4,8,0,2,0,0.35,7,0,0.94,0
cust_02853,2024-09-21,345,free,0,200+,tech,7,21.0,10,0,0,0,0.87,10,0,0.45,0
cust_02854,2025-02-12,201,basic,49,1-10,healthcare,19,29.6,3,0,3,0,0.36,8,0,0.65,0
cust_02855,2024-05-01,488,premium,199,1-10,tech,4,5.0,2,3,0,1,0.71,7,1,0.37,1
cust_02856,2023-10-05,697,free,0,11-50,tech,14,14.4,8,0,2,0,0.83,7,0,0.8,0
cust_02857,2024-05-20,469,basic,49,11-50,tech,9,57.3,9,1,4,0,0.81,8,0,0.55,0
cust_02858,2025-03-05,180,free,0,200+,other,10,27.9,8,0,2,0,0.89,8,0,0.89,0
cust_02859,2025-06-28,65,free,0,1-10,other,1,15.0,2,0,38,0,0.29,8,0,0.17,1
cust_02860,2025-04-19,135,free,0,11-50,tech,1,23.5,5,0,24,1,-0.03,1,0,0.57,1
cust_02861,2024-07-10,418,free,0,1-10,retail,14,34.0,10,0,9,0,0.27,10,0,0.55,0
cust_02862,2025-02-22,191,basic,49,51-200,healthcare,0,12.5,2,0,2,0,0.74,8,0,0.24,1
cust_02863,2025-01-06,238,basic,49,11-50,other,1,9.6,1,2,1,4,-0.2,1,0,0.5,1
cust_02864,2024-10-15,321,free,0,11-50,tech,28,27.3,7,0,3,1,0.61,9,0,0.72,0
cust_02865,2024-12-29,246,basic,49,1-10,healthcare,3,5.0,3,1,22,3,-0.31,6,0,0.29,1
cust_02866,2023-10-28,674,free,0,51-200,healthcare,10,84.9,9,0,2,0,0.5,7,0,0.54,0
cust_02867,2023-10-19,683,free,0,1-10,finance,8,44.2,6,0,5,1,0.55,10,0,0.88,0
cust_02868,2024-07-26,402,free,0,200+,retail,3,5.0,1,0,4,2,0.09,1,0,0.23,1
cust_02869,2025-01-11,233,free,0,1-10,tech,3,5.3,4,0,25,1,0.03,1,0,0.34,1
cust_02870,2025-01-27,217,basic,49,51-200,healthcare,7,51.1,9,4,1,0,0.84,8,0,0.68,0
cust_02871,2024-03-24,526,free,0,1-10,healthcare,4,12.9,3,0,10,1,0.49,10,0,0.21,1
cust_02872,2023-10-25,677,free,0,1-10,tech,15,14.0,11,0,3,0,0.24,7,0,0.64,0
cust_02873,2025-06-17,76,free,0,51-200,other,14,110.2,11,0,0,0,0.77,9,0,0.67,0
cust_02874,2025-06-14,79,free,0,1-10,tech,10,10.0,5,0,0,1,0.57,7,0,0.67,0
cust_02875,2024-01-31,579,basic,49,1-10,tech,0,20.5,4,0,6,0,0.4,8,0,0.37,1
cust_02876,2024-06-18,440,free,0,51-200,healthcare,14,17.9,9,0,2,0,0.38,10,0,0.64,0
cust_02877,2025-05-20,104,free,0,1-10,finance,6,34.0,4,0,1,1,0.64,8,0,0.8,0
cust_02878,2025-01-14,230,basic,49,1-10,tech,3,5.0,2,0,9,1,0.47,8,0,0.39,1
cust_02879,2024-12-10,265,premium,199,200+,finance,19,27.3,9,2,5,1,0.33,9,0,0.49,0
cust_02880,2023-11-30,641,basic,49,11-50,finance,10,39.4,10,2,0,1,0.22,10,0,0.41,0
cust_02881,2025-03-09,176,premium,199,1-10,tech,15,43.4,9,1,0,0,0.82,8,0,0.64,0
cust_02882,2025-02-16,197,free,0,11-50,tech,11,103.1,8,0,1,0,0.54,10,0,0.56,0
cust_02883,2025-04-15,139,free,0,11-50,tech,15,34.3,13,0,1,0,0.32,8,0,0.44,0
cust_02884,2023-11-28,643,free,0,51-200,healthcare,18,29.3,8,0,6,0,0.55,9,0,0.5,0
cust_02885,2023-09-30,702,free,0,11-50,other,18,46.6,6,0,0,0,0.6,10,0,0.71,0
cust_02886,2023-10-17,685,free,0,1-10,tech,9,48.7,6,0,4,0,0.26,7,0,0.72,0
cust_02887,2024-01-10,600,premium,199,51-200,healthcare,12,49.1,8,1,6,0,0.78,7,0,0.46,0
cust_02888,2024-09-13,353,premium,199,200+,tech,19,13.0,5,1,0,1,0.61,8,0,0.73,0
cust_02889,2025-01-24,220,basic,49,1-10,tech,2,5.0,3,0,20,0,0.33,9,0,0.55,1
cust_02890,2024-04-02,517,free,0,51-200,healthcare,13,18.4,11,0,1,1,0.81,8,0,0.5,0
cust_02891,2025-03-21,164,free,0,11-50,retail,18,37.9,6,0,2,0,0.66,8,0,0.63,0
cust_02892,2024-04-11,508,free,0,11-50,other,3,5.0,2,0,0,3,0.82,8,0,0.27,1
cust_02893,2024-07-29,399,basic,49,200+,tech,6,42.6,7,3,0,0,0.54,8,0,0.57,0
cust_02894,2023-11-17,654,basic,49,51-200,tech,18,54.1,9,2,1,0,0.28,7,0,0.7,0
cust_02895,2024-08-09,388,free,0,200+,other,25,20.2,9,0,0,1,0.27,10,0,0.7,0
cust_02896,2024-09-03,363,free,0,1-10,finance,4,25.4,1,0,5,0,0.64,9,0,0.18,1
cust_02897,2023-11-13,658,basic,49,11-50,tech,17,63.2,6,4,0,0,0.3,7,0,0.89,0
cust_02898,2023-10-22,680,basic,49,1-10,tech,14,121.7,10,3,3,0,0.21,10,0,0.85,0
cust_02899,2024-05-20,469,free,0,1-10,other,16,62.2,15,0,1,1,0.8,7,0,0.84,0
cust_02900,2023-09-13,719,basic,49,1-10,finance,19,64.1,10,0,5,0,0.67,8,0,0.48,0
cust_02901,2023-12-05,636,basic,49,1-10,other,15,25.1,7,3,2,4,0.35,10,0,0.79,0
cust_02902,2024-03-03,547,basic,49,1-10,healthcare,17,124.1,6,1,1,2,0.67,7,0,0.94,0
cust_02903,2023-09-22,710,free,0,11-50,finance,21,49.3,9,0,0,3,0.39,10,0,0.55,0
cust_02904,2025-07-23,40,free,0,11-50,finance,15,10.0,13,0,3,1,0.39,9,0,0.46,0
cust_02905,2023-09-06,726,basic,49,1-10,healthcare,3,5.0,1,1,43,0,0.77,10,1,0.52,1
cust_02906,2024-04-27,492,basic,49,1-10,tech,20,27.7,6,4,0,0,0.26,8,0,0.58,0
cust_02907,2023-12-30,611,basic,49,1-10,finance,4,5.0,3,0,4,0,0.68,9,1,0.12,1
cust_02908,2024-07-01,427,free,0,11-50,healthcare,13,49.9,6,0,3,0,0.88,8,0,0.43,0
cust_02909,2023-11-23,648,basic,49,1-10,tech,12,48.6,7,2,2,0,0.55,8,0,0.56,0
cust_02910,2024-01-01,609,free,0,1-10,tech,15,10.0,9,0,4,1,0.26,10,0,0.69,0
cust_02911,2024-09-29,337,free,0,1-10,healthcare,11,30.3,8,0,2,0,0.51,7,0,0.66,0
cust_02912,2024-08-02,395,basic,49,1-10,other,16,35.8,7,0,1,2,0.22,8,0,0.49,0
cust_02913,2024-10-11,325,free,0,200+,finance,20,78.6,8,0,0,1,0.4,7,0,0.42,0
cust_02914,2024-12-14,261,free,0,1-10,retail,11,117.7,7,0,1,0,0.79,9,0,0.43,0
cust_02915,2025-01-10,234,free,0,51-200,finance,14,30.2,9,0,2,1,0.55,7,0,0.74,0
cust_02916,2024-03-27,523,basic,49,1-10,tech,14,10.9,8,2,4,0,0.32,10,0,0.47,0
cust_02917,2023-11-19,652,free,0,1-10,other,12,10.0,5,0,0,0,0.5,9,0,0.9,0
cust_02918,2023-11-11,660,free,0,1-10,finance,19,21.4,8,0,3,1,0.38,9,0,0.45,0
cust_02919,2024-10-13,323,basic,49,11-50,other,15,72.0,8,2,0,5,0.71,7,0,0.64,0
cust_02920,2025-03-13,172,free,0,11-50,other,21,10.0,8,0,3,0,0.62,7,0,0.47,0
cust_02921,2024-07-20,408,free,0,11-50,retail,1,5.0,2,0,0,0,0.23,9,0,0.28,1
cust_02922,2024-10-29,307,basic,49,1-10,tech,12,34.9,5,0,1,0,0.28,10,0,0.55,0
cust_02923,2024-04-11,508,premium,199,11-50,retail,4,18.7,1,1,20,0,0.32,8,1,0.12,1
cust_02924,2024-11-22,283,premium,199,51-200,tech,13,20.5,12,0,1,0,0.89,9,0,0.94,0
cust_02925,2025-05-10,114,premium,199,1-10,finance,15,14.9,8,3,2,1,0.79,9,0,0.5,0
cust_02926,2023-12-18,623,premium,199,1-10,retail,3,33.9,2,0,56,0,0.42,10,0,0.45,1
cust_02927,2024-03-24,526,basic,49,11-50,tech,12,21.5,13,3,2,1,0.49,7,0,0.62,0
cust_02928,2025-02-12,201,free,0,11-50,healthcare,11,36.8,12,0,1,0,0.34,9,0,0.84,0
cust_02929,2025-01-22,222,free,0,11-50,retail,2,15.9,1,0,8,0,0.46,8,0,0.55,1
cust_02930,2023-12-03,638,basic,49,51-200,tech,19,71.0,3,4,0,0,0.38,10,0,0.51,0
cust_02931,2023-11-10,661,basic,49,1-10,finance,1,8.7,6,0,15,0,0.44,9,1,0.15,1
cust_02932,2025-08-01,31,basic,49,11-50,retail,6,10.5,4,1,37,5,-0.04,5,1,0.18,1
cust_02933,2023-11-30,641,free,0,200+,tech,14,59.9,5,0,0,1,0.57,9,0,0.47,0
cust_02934,2025-01-08,236,basic,49,1-10,other,15,27.8,5,5,3,2,0.62,8,0,0.48,0
cust_02935,2024-07-25,403,free,0,1-10,retail,16,56.4,8,0,3,0,0.28,9,0,0.78,0
cust_02936,2024-02-06,573,basic,49,200+,retail,2,13.4,1,0,1,3,-0.22,3,0,0.23,1
cust_02937,2024-07-24,404,basic,49,1-10,other,14,43.8,7,1,2,2,0.56,7,0,0.94,0
cust_02938,2024-04-12,507,basic,49,11-50,healthcare,14,58.8,9,0,1,0,0.55,10,0,0.93,0
cust_02939,2023-09-18,714,basic,49,1-10,tech,18,45.0,7,1,3,0,0.38,8,0,0.42,0
cust_02940,2024-07-05,423,basic,49,200+,other,10,68.0,9,3,0,1,0.21,7,0,0.41,0
cust_02941,2025-01-17,227,basic,49,1-10,tech,1,5.0,2,1,26,0,0.28,9,0,0.36,1
cust_02942,2024-01-22,588,free,0,11-50,tech,27,13.4,9,0,0,0,0.78,10,0,0.63,0
cust_02943,2024-03-30,520,basic,49,200+,tech,12,19.7,9,1,0,1,0.7,7,0,0.58,0
cust_02944,2024-06-04,454,free,0,1-10,healthcare,18,49.2,4,0,3,2,0.22,8,0,0.72,0
cust_02945,2023-10-17,685,basic,49,1-10,tech,14,10.0,5,2,1,0,0.58,9,0,0.75,0
cust_02946,2024-04-17,502,free,0,1-10,finance,13,108.7,6,0,2,0,0.81,10,0,0.63,0
cust_02947,2023-10-13,689,basic,49,11-50,tech,18,54.7,7,1,3,2,0.55,9,0,0.84,0
cust_02948,2025-07-13,50,free,0,1-10,retail,19,25.3,7,0,17,0,0.53,10,0,0.56,0
cust_02949,2024-10-13,323,free,0,200+,healthcare,1,6.8,8,0,20,0,0.2,10,1,0.23,1
cust_02950,2023-12-23,618,free,0,1-10,tech,14,45.2,7,0,6,0,0.34,9,0,0.46,0
cust_02951,2024-08-06,391,free,0,51-200,other,13,53.2,5,0,2,0,0.38,8,0,0.88,0
cust_02952,2025-02-15,198,free,0,1-10,healthcare,19,52.5,3,0,7,0,0.89,8,0,0.77,0
cust_02953,2024-08-17,380,free,0,200+,retail,27,43.8,6,0,3,0,0.57,7,0,0.71,0
cust_02954,2024-08-11,386,free,0,1-10,other,15,34.8,3,0,1,0,0.87,8,0,0.91,0
cust_02955,2024-08-02,395,free,0,1-10,finance,24,11.7,12,0,11,1,0.77,8,0,0.94,0
cust_02956,2023-11-01,670,free,0,200+,retail,2,9.0,3,0,4,0,0.46,10,0,0.56,1
cust_02957,2024-03-01,549,free,0,11-50,retail,14,10.0,10,0,1,0,0.58,10,0,0.51,0
cust_02958,2023-10-07,695,free,0,11-50,healthcare,11,36.4,10,0,1,1,0.47,8,0,0.56,0
cust_02959,2025-01-13,231,premium,199,11-50,healthcare,2,5.2,4,1,10,1,0.89,7,0,0.45,1
cust_02960,2024-09-01,365,basic,49,200+,finance,17,43.7,8,6,5,1,0.58,8,0,0.7,0
cust_02961,2025-01-24,220,premium,199,11-50,tech,13,17.7,6,1,4,0,0.52,7,0,0.58,0
cust_02962,2023-09-06,726,free,0,11-50,other,9,26.2,4,0,0,0,0.6,10,0,0.41,0
cust_02963,2024-06-19,439,free,0,200+,tech,11,66.0,6,0,0,0,0.21,9,0,0.63,0
cust_02964,2024-04-12,507,free,0,1-10,healthcare,13,13.8,6,0,3,0,0.23,8,0,0.76,0
